,oos,trf_avg,atc,latency,perfect_order,retention,GMV_cur
645,0,1022,32,0.82,1,0,1023.38
646,0,2275,84,2.76,1,1,2164.28
647,0,1682,51,1.99,0,0,1475.54
648,1,664,17,2.27,1,0,670.12
649,0,3358,34,2.67,1,1,2157.06
650,0,2697,35,0.73,1,1,1915.04
651,1,2600,99,1.86,1,0,2479.07
652,0,4666,24,0.41,1,0,2776.88
653,0,1087,54,4.9,0,1,1064.17
654,1,3736,18,0.68,1,1,2151.16
655,0,323,50,1.37,0,1,754.14
656,0,450,46,4.47,0,1,544.64
657,0,2028,48,2.47,0,1,1376.02
658,1,448,33,0.76,1,1,641.99
659,1,4377,87,1.98,1,1,3071.86
660,1,4832,89,0.67,0,1,3318.05
661,0,1117,27,1.08,0,1,649.65
662,0,2326,1,0.35,0,1,1122.66
663,1,4967,85,2.25,0,0,3270.94
664,0,4224,59,4.05,1,0,2822.21
665,0,2519,10,2.97,0,0,1295.91
666,1,1993,95,3.07,0,0,1820.84
667,1,3140,25,1.08,1,1,1964.85
668,0,2168,84,1.79,0,0,1787.93
669,0,1225,57,4.24,1,1,1249.76
670,0,3217,66,0.53,0,1,2232.15
671,1,4261,15,4.3,1,1,2390.08
672,1,4142,28,2.47,1,1,2545.9
673,1,4533,13,4.2,1,1,2449.29
674,1,2270,14,1.66,0,0,1265.23
675,0,546,66,1.76,1,0,1106.77
676,1,2758,34,3.78,0,0,1586.34
677,1,3462,99,3.95,1,1,2870.44
678,1,2818,25,1.23,1,0,1639.64
679,1,3583,54,4.87,1,0,2428.32
680,1,3044,79,0.51,0,1,2183.23
681,0,4476,12,0.44,1,1,2653.06
682,0,695,9,3.02,1,0,511.31
683,1,2086,31,3.64,1,1,1399.15
684,0,2850,78,4.81,1,1,2152.32
685,1,1174,93,2.08,0,0,1462.13
686,1,4069,53,0.22,0,0,2468.34
687,0,4405,43,3.05,1,1,2717.78
688,0,4321,38,1.52,1,1,2712.84
689,1,4687,42,2.22,1,0,2702.1
690,1,3680,72,2.49,1,0,2590.88
691,1,3107,48,0.42,0,0,1956.47
692,0,1069,67,2.48,1,1,1501.37
693,1,680,66,2.19,1,0,1124.54
694,1,2924,16,3.59,0,0,1539.8
695,1,4101,83,3.26,1,0,2971.5
696,0,1311,94,1.01,1,1,2116.27
697,1,329,16,1.11,0,1,342.18
698,1,4384,31,1.33,1,0,2422.09
699,0,3285,58,0.98,0,1,2225.13
700,1,601,28,3.32,1,0,773.13
701,1,2232,4,4.97,0,0,861.52
702,0,148,10,3.3,0,0,118.49
703,1,3666,51,3.07,1,1,2377.79
704,0,3155,18,2.11,1,0,1829.84
705,0,788,47,1.63,1,1,1165.0
706,1,486,32,4.56,1,1,555.49
707,1,1069,30,4.85,0,0,622.11
708,1,3560,36,2.53,1,1,2149.27
709,1,1105,9,1.52,1,0,653.27
710,0,3152,36,3.87,1,0,2003.95
711,1,3517,29,0.75,0,0,1923.9
712,0,2402,16,3.85,0,0,1165.21
713,1,2383,92,4.11,0,1,1976.56
714,1,1707,21,0.71,0,0,746.32
715,1,4466,64,4.89,0,0,2735.36
716,0,222,66,4.93,1,0,970.03
717,1,1380,59,4.69,1,0,1283.13
718,1,3827,99,2.53,1,1,3038.31
719,1,358,28,1.31,0,1,357.55
720,1,1047,55,2.95,1,0,1399.69
721,0,624,31,2.16,0,1,676.12
722,1,987,33,1.11,0,0,664.66
723,0,307,87,2.18,0,0,1109.05
724,0,3482,60,3.35,0,0,2515.12
725,0,2894,41,0.45,0,1,1826.35
726,0,248,81,1.73,1,0,1148.08
727,0,537,46,0.19,1,1,1025.99
728,0,2302,49,3.77,1,1,1653.66
729,1,3849,65,3.24,1,0,2476.28
730,0,3261,42,0.41,0,1,2058.26
731,0,4001,23,4.83,1,0,2251.67
732,0,4553,27,0.21,1,1,2720.48
733,1,3345,89,2.99,0,1,2555.18
734,1,4651,32,3.9,0,1,2574.0
735,0,2923,83,3.96,0,1,2268.11
736,1,4824,88,0.27,1,0,3423.74
737,0,3370,3,4.54,1,0,1759.76
738,0,585,60,4.6,1,0,929.62
739,1,299,76,2.85,0,0,976.87
740,0,4566,99,2.46,0,0,3449.41
741,1,2082,79,0.32,0,0,1882.48
742,1,1571,17,2.85,0,0,820.42
743,0,4443,32,2.11,0,1,2388.02
744,0,4983,7,3.89,0,1,2755.81
745,1,2411,83,2.08,1,0,2189.21
746,0,3473,71,3.45,0,0,2420.69
747,0,2178,69,0.6,0,1,1707.23
748,0,1621,58,0.75,0,1,1444.32
749,1,704,40,0.78,0,0,665.62
750,1,3948,85,0.32,0,0,2662.05
751,0,3442,48,2.75,0,1,2112.14
752,1,1517,51,3.99,0,1,1179.0
753,1,4697,57,3.09,0,1,2960.03
754,1,3975,71,2.92,0,1,2431.62
755,1,3033,37,3.44,1,1,1843.82
756,1,648,87,1.76,1,0,1266.14
757,0,938,75,1.87,1,1,1288.0
758,0,3915,74,1.64,1,0,2864.95
759,0,947,85,3.59,0,1,1202.52
760,1,4809,55,0.89,1,0,3099.17
761,1,4607,41,0.16,1,0,2877.05
762,0,4873,97,3.02,0,0,3210.71
763,1,4354,20,4.72,0,0,2211.72
764,0,4568,33,3.09,0,0,2472.33
765,0,2372,40,3.94,0,1,1621.02
766,0,3420,99,3.4,1,0,2764.03
767,1,2658,34,2.54,0,1,1518.7
768,1,4798,62,3.62,0,0,2805.83
769,0,4411,91,4.14,0,1,3029.71
770,0,2096,19,1.2,1,0,1398.79
771,0,3773,43,1.75,1,0,2629.68
772,0,1664,69,1.2,0,1,1494.97
773,1,4118,63,2.32,1,1,2927.14
774,1,1940,93,4.44,0,1,1915.03
775,0,3391,10,1.79,1,1,1924.33
776,0,2987,13,1.93,0,1,1567.4
777,1,826,93,4.32,1,0,1349.22
778,1,1344,5,2.63,1,0,696.63
779,0,3560,58,2.72,1,0,2741.45
780,0,3818,59,4.32,0,1,2355.75
781,0,1165,76,2.5,1,0,1402.33
782,1,4871,59,3.44,1,1,3000.62
783,1,382,77,0.52,1,0,1038.06
784,1,1181,86,0.98,0,1,1350.54
785,0,3985,15,2.08,1,1,2425.16
786,0,2981,77,2.52,0,0,2391.37
787,1,2684,1,4.83,0,1,997.26
788,1,3070,38,4.86,0,0,1926.56
789,0,1252,53,4.27,0,0,1238.36
790,1,3597,52,1.65,0,1,2173.51
791,1,1047,1,4.82,1,0,496.0
792,0,4860,11,3.48,0,1,2522.59
793,1,1817,58,2.03,1,1,1534.09
794,0,166,40,3.54,1,0,761.99
795,0,736,86,0.18,0,1,1273.49
796,0,413,99,0.82,0,1,1104.66
797,0,3497,60,4.17,0,0,2294.33
798,0,664,44,3.26,1,1,913.83
799,0,1701,6,1.88,1,1,880.87
800,0,925,28,2.55,1,1,792.8
801,1,3770,31,4.54,1,1,2188.42
802,0,1125,8,3.19,1,0,816.65
803,0,2351,5,2.05,1,0,1441.14
804,1,4857,54,0.69,1,0,3225.35
805,1,904,17,1.54,1,0,670.73
806,1,2551,38,4.89,1,0,1559.49
807,0,4731,9,2.24,0,0,2326.0
808,1,1491,74,2.41,1,1,1516.69
809,0,1335,84,2.54,0,1,1376.52
810,0,4132,78,4.43,0,1,2755.24
811,0,3380,14,3.06,1,1,2038.62
812,0,4823,26,3.5,1,1,2760.31
813,1,4944,93,2.01,1,0,3561.91
814,1,3649,62,0.24,1,0,2686.71
815,0,4300,91,4.66,1,1,3165.75
816,0,4241,25,4.75,1,0,2361.76
817,0,1454,80,4.75,0,0,1404.09
818,1,1936,36,4.72,0,0,1285.64
819,0,2992,98,4.09,1,0,2657.23
820,0,2596,80,3.45,0,0,1922.27
821,1,2683,33,4.24,0,1,1654.44
822,1,2658,3,3.04,0,1,1215.14
823,0,3718,87,0.76,0,0,2606.53
824,1,1659,11,2.02,0,0,845.91
825,1,1607,58,4.86,0,0,1083.81
826,0,4171,64,1.82,1,1,2954.12
827,1,2163,18,4.35,0,0,1238.96
828,0,3742,47,0.56,0,0,2229.67
829,1,2100,44,1.74,0,0,1388.37
830,0,1394,93,1.82,0,0,1677.76
831,0,4165,59,0.35,1,1,2732.41
832,0,2852,50,0.68,0,1,1790.26
833,1,1853,69,1.05,1,0,1721.8
834,0,4310,88,4.21,0,1,2922.91
835,1,1703,29,0.41,1,0,1288.18
836,0,1422,93,1.56,0,1,1599.29
837,0,2541,90,0.15,0,0,2034.52
838,1,1198,67,3.51,0,1,987.3
839,0,1605,2,3.14,1,0,827.89
840,0,1226,25,3.26,1,0,1048.09
841,1,396,19,1.93,1,0,594.51
842,0,3149,40,1.12,1,0,2143.2
843,0,2325,2,3.63,0,1,1180.95
844,0,4454,83,4.07,0,1,2914.78
845,0,3887,65,0.78,1,1,2741.19
846,1,2196,62,2.49,0,1,1710.62
847,1,3709,91,1.32,0,0,2734.62
848,0,2308,54,0.92,0,1,1693.25
849,1,275,45,3.7,1,1,648.76
850,0,2602,49,2.74,1,1,1820.38
851,1,4099,99,1.16,0,1,2974.85
852,0,1767,69,1.62,1,0,1772.09
853,0,4471,38,4.84,1,0,2939.51
854,0,2645,4,4.26,1,1,1469.41
855,0,775,17,4.41,1,1,632.33
856,0,1923,53,2.35,0,0,1472.69
857,0,1456,85,3.16,1,0,1859.63
858,1,3172,53,1.95,1,1,2262.21
859,0,3359,31,0.48,0,1,1962.0
860,1,646,22,2.07,1,1,573.1
861,0,2183,11,3.01,0,1,1058.05
862,1,2140,34,1.51,0,0,1407.91
863,1,4634,15,4.25,1,0,2503.22
864,1,1852,10,0.84,0,0,1159.9
865,0,1715,96,1.9,0,0,1787.9
866,0,1949,53,0.71,1,0,1739.11
867,1,2742,48,2.08,1,0,1903.98
868,0,1700,31,0.29,1,1,1271.96
869,1,3496,37,1.44,0,0,2115.58
870,0,4502,28,2.06,0,1,2609.36
871,1,3705,31,2.44,0,0,1964.32
872,1,3899,70,2.76,0,1,2470.8
873,0,718,14,1.45,0,0,404.11
874,1,1232,87,2.66,0,0,1450.46
875,0,2215,16,2.59,1,1,1451.87
876,1,2439,25,1.65,0,1,1376.57
877,1,2839,39,4.17,0,1,1598.11
878,0,4376,66,2.77,1,1,3153.39
879,0,1587,38,1.73,0,0,1236.66
880,0,1657,41,4.74,0,0,944.16
881,1,2213,98,4.24,0,0,2037.37
882,0,1144,40,4.91,1,0,1044.93
883,1,2531,64,3.49,1,0,1925.55
884,1,1682,89,1.95,1,1,1918.62
885,0,1408,16,1.48,1,0,1069.5
886,0,701,82,3.35,0,0,1112.4
887,1,1720,77,4.91,0,1,1391.87
888,1,4980,59,3.17,1,0,3268.07
889,0,4866,91,4.42,0,1,3130.96
890,0,200,98,1.71,0,0,1123.21
891,0,4371,11,2.09,0,0,2262.67
892,0,337,1,4.54,1,0,284.13
893,0,4125,13,3.81,0,1,2061.18
894,1,3018,30,4.91,1,1,1877.27
895,1,2642,69,3.9,0,1,1745.44
896,1,2103,18,2.3,0,0,1258.96
897,1,1637,78,2.7,1,1,1654.2
898,0,854,13,4.51,1,0,597.82
899,0,3468,32,2.8,0,0,1978.32
900,0,2358,71,1.35,1,1,2024.64
901,1,3765,72,2.23,1,1,2832.24
902,1,4335,50,2.63,0,1,2391.56
903,0,640,71,0.57,1,0,1211.18
904,0,369,80,3.74,1,1,1267.97
905,1,3560,31,0.64,1,0,2234.03
906,1,3508,51,2.08,1,0,2391.24
907,0,605,27,4.04,1,1,688.88
908,0,1229,60,2.39,1,0,1301.79
909,1,2179,33,4.23,0,1,1338.92
910,0,3245,53,1.78,1,0,2297.73
911,0,3342,93,4.79,1,0,2719.28
912,0,461,72,1.13,0,0,982.8
913,1,3820,33,0.29,1,1,2428.4
914,1,1556,41,4.37,1,0,1260.29
915,1,4167,19,3.79,0,0,2237.56
916,1,4295,85,1.24,0,0,3023.87
917,1,1781,41,4.93,1,1,1430.37
918,1,1152,85,2.56,1,0,1630.33
919,1,2609,89,4.76,0,0,2184.88
920,0,4827,42,2.57,1,1,2861.46
921,0,781,23,2.41,1,0,1048.07
922,0,4032,75,2.3,0,1,2735.65
923,0,2229,33,1.74,0,1,1385.39
924,0,4949,20,2.72,0,1,2636.96
925,0,4116,25,2.32,1,0,2314.03
926,0,3402,90,0.28,0,0,2618.81
927,1,819,52,1.38,1,0,972.59
928,1,174,12,1.14,0,0,141.46
929,0,1393,32,4.35,0,0,943.98
930,0,2022,33,3.03,1,0,1421.14
931,1,4257,74,3.84,0,1,2561.33
932,0,419,68,4.79,1,1,1021.07
933,0,2249,15,3.26,1,1,1409.19
934,1,1552,51,4.91,1,0,1357.03
935,0,1655,6,1.63,1,1,1012.75
936,1,4307,91,1.01,1,1,3127.61
937,0,3132,69,2.08,0,0,2192.89
938,1,560,69,2.41,0,0,885.72
939,1,986,82,4.49,1,1,1440.57
940,1,3633,92,2.84,1,1,2748.68
941,0,4036,35,1.53,1,0,2616.52
942,1,1215,86,3.74,1,1,1608.08
943,0,1175,34,2.58,0,1,927.96
944,0,3976,63,0.89,0,0,2783.23
945,0,4715,68,2.93,0,1,2802.96
946,0,2024,18,4.57,0,0,1295.66
947,1,1026,26,4.23,0,0,573.03
948,1,4752,86,2.98,0,1,3150.56
949,0,2381,97,1.95,1,1,2325.91
950,0,1155,61,0.53,0,0,1043.08
951,1,4774,78,2.4,0,0,3121.9
952,0,641,95,3.79,1,1,1481.08
953,1,2261,74,1.87,1,0,2025.32
954,0,2351,88,1.25,1,1,2082.82
955,0,1152,85,4.66,1,1,1408.78
956,1,4669,48,4.13,1,0,2812.17
957,0,2844,72,3.23,0,1,2204.68
958,1,3969,96,0.77,1,1,3088.71
959,0,4581,31,0.81,1,0,2584.23
960,0,4257,34,0.61,1,1,2862.73
961,0,4710,87,3.12,0,0,3312.62
962,1,4625,89,0.67,1,0,3230.43
963,0,4775,7,4.23,1,1,2531.97
964,0,1660,83,4.97,0,0,1531.97
965,0,3862,7,1.9,1,0,2215.32
966,0,1264,47,2.32,0,1,1075.49
967,1,2822,8,3.59,0,1,1301.07
968,1,2458,78,4.69,1,1,2196.31
969,0,570,1,4.48,0,1,379.8
970,1,1516,77,0.38,1,0,1665.45
971,0,1568,3,0.93,1,0,938.03
972,0,908,53,3.8,1,0,1267.51
973,0,271,92,3.48,0,1,766.45
974,1,4226,38,0.75,0,0,2338.56
975,1,4242,51,2.56,0,1,2627.74
976,1,4325,15,3.93,0,1,2323.05
977,1,2499,67,1.17,0,1,1814.15
978,1,1745,64,4.37,1,0,1803.13
979,1,157,68,0.36,1,0,656.84
980,1,1229,5,3.93,1,1,845.37
981,1,1453,90,3.12,0,1,1522.74
982,1,867,89,1.64,0,1,1192.03
983,0,3995,10,3.63,0,1,2112.68
984,1,782,8,3.93,1,0,503.38
985,1,3554,12,4.68,1,0,1844.7
986,1,2108,64,1.9,0,1,1617.54
987,1,3242,59,3.46,1,0,2286.38
988,1,1890,67,3.05,0,1,1425.94
989,1,1577,91,2.67,1,1,1737.78
990,1,985,50,4.46,0,1,812.0
991,1,4006,23,0.12,0,1,2017.98
992,1,4592,40,1.48,1,0,2647.33
993,1,1638,97,2.74,1,1,1977.51
994,1,2173,78,0.97,0,0,1654.72
995,0,412,87,4.55,1,1,1183.22
996,0,910,95,3.27,1,1,1352.67
997,1,2335,77,2.44,1,0,2189.31
998,1,2957,76,4.09,0,0,2079.73
999,0,2863,99,2.31,1,0,2687.07
1000,1,2132,18,2.84,1,1,1550.64
1001,0,1607,21,0.11,1,1,1082.42
1002,0,4645,1,1.89,1,0,2426.62
1003,0,2670,38,0.78,0,0,1786.6
1004,0,1994,41,3.48,0,1,1274.11
1005,0,2805,42,2.45,0,1,1802.54
1006,1,696,9,1.58,1,0,566.66
1007,0,2247,23,2.39,0,0,1071.41
1008,1,715,78,1.13,1,1,1359.27
1009,1,1047,11,4.63,0,1,477.19
1010,0,4751,71,0.36,0,1,2958.9
1011,0,4473,31,4.34,1,1,2814.38
1012,1,3864,88,2.61,1,1,2839.51
1013,0,2113,26,3.13,1,0,1378.12
1014,0,3797,30,1.58,0,1,1986.82
1015,1,590,34,4.84,1,0,747.7
1016,1,4450,46,1.48,1,1,2809.65
1017,0,2528,69,2.99,1,1,1920.38
1018,1,641,5,4.97,0,1,245.66
1019,0,1387,61,4.42,1,1,1497.85
1020,0,1733,83,2.73,0,0,1688.11
1021,0,3026,38,4.95,0,1,1926.47
1022,1,1452,28,3.54,1,1,1024.77
1023,1,4476,26,1.12,1,1,2802.37
1024,1,1398,61,2.09,1,0,1417.56
1025,1,4968,23,1.74,1,1,2909.25
1026,1,4067,46,1.79,0,1,2535.46
1027,0,4523,30,3.83,1,0,2949.86
1028,0,2358,67,2.96,1,1,1881.68
1029,0,4747,92,0.29,0,0,3213.76
1030,0,2173,33,4.4,0,0,1347.49
1031,1,801,3,1.55,1,1,512.41
1032,0,2019,69,4.99,1,1,1719.52
1033,1,2560,83,4.78,1,0,2011.92
1034,0,4362,42,4.71,1,1,2719.39
1035,1,4364,62,4.07,1,1,2950.15
1036,1,4424,58,1.18,0,0,2753.63
1037,0,466,57,2.71,0,0,585.81
1038,0,627,1,1.2,0,1,138.89
1039,0,4986,73,1.37,1,1,3401.72
1040,0,3818,60,3.09,1,1,2623.32
1041,1,3709,69,0.3,1,1,2656.72
1042,0,4035,59,4.85,1,0,2682.74
1043,0,4719,46,4.6,0,1,2677.68
1044,1,2253,34,1.97,0,1,1391.98
1045,0,2008,97,2.63,1,1,2231.52
1046,0,3112,25,2.38,1,0,1864.98
1047,0,4328,42,4.42,1,0,2740.88
1048,0,3122,29,3.47,0,1,1789.87
1049,0,3583,25,1.46,0,0,1833.99
1050,1,2820,54,2.29,1,0,1988.64
1051,0,1870,73,2.2,1,1,1822.01
1052,0,4213,67,4.8,0,0,2896.94
1053,0,1877,15,0.96,1,0,1196.78
1054,0,4312,4,0.54,0,1,2124.17
1055,0,897,38,4.42,1,0,981.42
1056,1,3315,20,4.49,0,0,1706.37
1057,0,3888,23,4.37,1,1,2160.43
1058,1,3076,37,2.6,0,1,1632.5
1059,1,3837,62,3.33,0,0,2235.76
1060,0,1811,8,2.86,1,1,1213.3
1061,0,852,37,0.44,0,1,684.15
1062,0,2569,45,3.02,1,0,2111.09
1063,0,4069,97,0.17,0,0,2948.29
1064,1,1492,33,1.69,1,1,1269.35
1065,0,2705,7,4.67,1,1,1412.93
1066,0,777,22,1.59,0,1,595.69
1067,0,205,5,4.71,1,0,399.65
1068,0,3387,15,1.33,1,0,1981.92
1069,0,4853,21,1.64,1,0,2695.14
1070,0,2046,89,3.18,1,1,2012.17
1071,1,1195,17,3.83,0,0,619.28
1072,1,1882,56,2.56,0,0,1301.23
1073,0,4641,50,4.42,1,1,3097.4
1074,0,3357,7,0.3,0,0,1744.38
1075,0,2097,50,4.62,1,1,1784.12
1076,1,4969,60,1.06,1,1,3320.74
1077,0,1661,83,4.43,1,1,1942.02
1078,1,4106,7,2.06,0,1,1905.89
1079,0,1775,40,4.18,1,1,1468.35
1080,0,1222,45,3.39,1,0,1142.82
1081,0,4081,59,0.96,0,1,2597.09
1082,0,1401,88,4.6,1,1,1580.41
1083,1,1043,75,1.3,0,1,1428.01
1084,1,4650,55,1.3,0,1,2725.48
1085,0,1045,64,4.09,0,0,1145.98
1086,0,700,65,0.62,1,0,1059.04
1087,1,2800,54,1.19,1,0,2040.75
1088,1,4920,96,2.57,1,0,3624.66
1089,1,1517,40,4.17,1,1,1259.83
1090,1,1624,53,0.82,1,1,1381.43
1091,0,3866,44,2.78,1,1,2445.89
1092,1,350,63,3.59,1,0,899.48
1093,0,1644,2,4.32,1,1,953.87
1094,1,178,79,4.68,1,0,804.1
1095,1,3223,21,3.94,1,1,1854.6
1096,1,997,88,3.3,1,1,1447.91
1097,1,4976,50,2.22,1,0,3150.44
1098,1,325,81,0.65,0,1,1010.81
1099,0,1309,52,3.58,0,1,1170.01
1100,0,4998,9,4.96,1,1,2723.75
1101,1,4937,99,3.71,1,1,3570.57
1102,1,2278,20,0.18,0,1,1333.11
1103,0,2779,83,2.53,0,0,2264.58
1104,1,2985,18,3.11,1,1,1929.49
1105,1,2906,84,3.48,1,1,2276.14
1106,0,803,30,3.63,1,0,784.08
1107,1,2644,65,2.83,1,1,2166.45
1108,1,2470,24,1.19,1,1,1501.69
1109,0,3381,88,4.72,0,1,2346.55
1110,0,4810,47,3.51,1,1,2940.63
1111,0,428,83,1.26,0,1,1026.15
1112,1,4328,94,1.68,0,1,2972.56
1113,0,220,90,4.62,1,0,1154.55
1114,0,1064,44,4.45,1,0,1054.58
1115,0,4324,29,2.09,0,1,2375.68
1116,0,3775,77,0.29,1,1,2684.79
1117,0,2176,68,0.34,0,1,1821.08
1118,0,432,17,1.49,0,1,417.39
1119,1,3468,97,3.18,1,1,2771.7
1120,1,1416,5,2.96,1,0,863.7
1121,0,1296,92,3.21,1,1,1718.49
1122,0,3270,88,3.61,0,0,2547.94
1123,0,1529,81,0.19,0,1,1592.97
1124,1,455,50,0.61,0,0,531.76
1125,1,4334,40,1.86,1,0,2870.6
1126,1,1626,46,0.86,0,0,1334.7
1127,1,3997,51,0.47,1,0,2654.07
1128,1,128,11,3.24,1,1,274.69
1129,1,1113,12,4.1,0,1,573.43
1130,1,2802,13,3.79,1,1,1528.13
1131,1,927,64,4.1,0,1,1082.99
1132,1,4546,8,3.36,1,1,2536.85
1133,0,2124,65,3.7,1,0,1829.35
1134,0,398,9,1.43,0,1,327.64
1135,0,1965,92,4.97,1,0,2107.43
1136,0,4116,2,1.0,0,1,2080.7
1137,1,2211,78,1.15,1,0,1909.42
1138,1,854,13,1.52,0,1,545.18
1139,0,869,2,4.88,0,0,362.54
1140,1,3835,68,4.94,1,0,2539.23
1141,0,1338,76,3.99,1,1,1652.69
1142,1,2313,48,3.18,0,0,1546.6
1143,0,2006,74,2.65,0,0,1667.05
1144,1,1664,3,4.86,0,1,922.01
1145,1,1318,68,3.51,0,0,1164.29
1146,0,4701,6,4.73,1,0,2421.61
1147,1,1457,87,1.65,1,1,1731.15
1148,0,3939,5,1.74,1,0,2169.19
1149,0,1560,3,4.29,1,0,868.33
1150,0,4085,10,0.83,1,0,2466.78
1151,0,1516,43,4.74,0,0,980.98
1152,1,2953,19,2.59,0,1,1595.68
1153,1,4956,14,4.64,1,1,2683.93
1154,1,1528,21,1.75,1,1,1087.9
1155,0,4478,43,3.61,0,1,2712.34
1156,1,4574,28,2.47,1,1,2873.01
1157,0,4393,21,3.17,1,1,2543.13
1158,1,3162,36,2.57,0,0,1928.42
1159,1,3171,24,4.84,1,0,1882.78
1160,1,655,54,3.49,1,0,955.58
1161,0,455,38,1.33,1,1,826.04
1162,1,1663,17,4.56,1,1,1077.15
1163,1,3600,22,1.54,0,0,1848.06
1164,0,1140,83,1.92,1,0,1694.72
1165,1,2786,45,0.6,1,1,2025.95
1166,0,4574,74,4.51,0,0,2932.13
1167,1,4875,61,1.5,0,1,2904.85
1168,0,2653,11,1.37,0,0,1438.3
1169,0,1879,61,4.61,1,1,1632.98
1170,1,175,38,4.05,0,0,354.72
1171,0,4426,66,0.79,0,1,2838.31
1172,0,3419,33,3.87,1,0,2078.99
1173,0,2449,43,4.57,0,1,1724.14
1174,0,2873,31,0.48,1,0,1842.52
1175,0,2362,35,4.14,1,0,1570.12
1176,0,3329,37,2.78,1,0,2246.72
1177,1,2216,47,3.38,0,1,1491.38
1178,0,492,23,2.51,1,0,691.87
1179,0,1208,36,3.52,0,0,943.91
1180,1,4462,40,0.27,0,1,2500.3
1181,1,710,90,3.84,1,0,1395.2
1182,1,2875,89,0.26,1,0,2408.0
1183,1,4098,81,2.33,0,0,2867.78
1184,1,772,15,0.84,1,0,569.4
1185,1,3777,37,4.14,0,0,2046.4
1186,1,130,4,1.64,0,0,-54.28
1187,0,1500,22,2.33,0,0,954.42
1188,0,4171,81,2.2,0,1,2846.3
1189,1,716,22,3.89,0,0,461.67
1190,0,4734,81,2.46,0,1,3116.01
1191,0,2886,78,3.97,1,0,2338.28
1192,0,970,78,0.46,0,1,1207.6
1193,1,4296,17,1.04,0,1,2096.1
1194,1,3704,72,2.8,1,0,2526.49
1195,0,1512,98,4.74,1,1,1761.06
1196,1,2839,90,0.47,0,0,2227.89
1197,0,1040,94,0.31,0,1,1600.26
1198,0,440,86,0.87,0,1,960.67
1199,0,3008,80,3.24,1,1,2329.95
1200,0,4233,94,2.06,0,1,2833.26
1201,1,759,80,4.15,0,0,1096.62
1202,1,2133,38,0.45,1,0,1566.15
1203,1,1660,24,1.06,1,1,1069.39
1204,0,3557,99,1.57,1,1,2934.24
1205,1,1756,6,3.17,0,0,766.27
1206,0,3075,68,3.46,1,1,2477.82
1207,1,1149,82,0.71,0,1,1263.25
1208,0,553,6,4.72,1,0,611.91
1209,0,1804,26,1.77,1,1,1343.82
1210,0,2884,91,3.59,0,1,2240.71
1211,1,918,41,2.67,0,1,739.9
1212,1,4968,75,1.19,1,0,3389.52
1213,1,112,38,4.25,0,1,274.18
1214,1,4079,80,4.11,0,1,2614.74
1215,0,1020,83,2.04,1,0,1562.29
1216,1,2518,43,2.98,0,0,1678.55
1217,1,1414,53,1.36,0,0,1262.52
1218,0,3777,15,3.48,1,0,2152.87
1219,0,2117,90,1.61,0,0,2035.48
1220,0,1328,56,4.24,0,1,1170.75
1221,1,4892,56,1.17,0,1,2903.33
1222,0,2534,31,0.17,1,1,1717.5
1223,0,2968,83,1.42,0,1,2377.67
1224,0,2615,57,1.04,0,1,1688.41
1225,1,1538,51,2.59,0,0,1316.07
1226,0,4264,24,1.1,0,0,2362.6
1227,1,3643,58,3.84,0,0,2215.0
1228,1,3275,73,1.28,1,0,2420.41
1229,0,1881,87,3.56,0,1,1694.97
1230,0,2363,4,2.93,1,0,1433.49
1231,1,2069,10,4.93,0,1,1017.06
1232,0,311,63,5.0,1,1,839.6
1233,0,607,73,4.36,0,0,892.21
1234,1,431,83,3.82,1,1,1150.5
1235,1,650,15,1.99,0,0,659.56
1236,0,1041,98,3.79,0,0,1698.04
1237,1,827,63,4.79,0,0,1002.82
1238,0,2962,19,0.21,0,0,1589.35
1239,0,3343,63,2.74,1,0,2522.11
1240,0,748,56,1.17,0,1,836.19
1241,1,2837,21,2.83,0,1,1499.01
1242,0,2847,34,2.39,0,1,1852.26
1243,0,1109,17,2.92,0,0,641.69
1244,0,1650,18,2.8,1,1,1120.72
1245,1,903,81,4.8,0,1,1064.93
1246,1,4180,66,2.81,0,1,2562.09
1247,1,4409,51,4.25,0,0,2553.31
1248,1,4364,65,1.67,0,0,2822.64
1249,1,3501,43,2.25,1,1,2353.19
1250,0,4341,57,2.41,0,1,2721.68
1251,1,4711,10,1.47,1,1,2693.74
1252,1,3261,37,1.96,0,1,1738.85
1253,1,4648,48,3.03,1,0,2898.66
1254,0,4255,69,2.94,1,1,2887.8
1255,1,627,56,3.22,0,1,957.54
1256,1,3398,76,1.82,0,1,2346.99
1257,0,1123,36,1.65,0,0,962.66
1258,1,3834,31,3.1,0,0,2214.73
1259,0,532,55,0.75,1,1,963.67
1260,0,1276,38,1.34,1,0,1284.16
1261,0,500,73,0.31,1,0,1278.03
1262,0,2204,90,0.46,1,0,2271.78
1263,0,3150,15,1.29,0,1,1646.98
1264,1,2333,16,0.2,0,0,1129.43
1265,0,2545,77,1.3,1,1,2430.34
1266,0,4800,89,3.31,0,0,3194.72
1267,1,2935,94,0.4,1,0,2649.93
1268,0,2613,53,2.24,1,1,1945.23
1269,1,1873,56,4.57,1,1,1764.88
1270,1,1196,7,3.98,0,0,488.57
1271,1,1028,57,1.6,1,0,1212.06
1272,0,2051,55,4.63,1,1,1915.1
1273,0,2073,52,1.72,1,0,1562.27
1274,0,1654,4,0.46,0,1,978.42
1275,1,2878,43,4.97,0,1,1717.07
1276,0,4521,40,4.36,1,1,2844.07
